Job Title,Company Name,Location,Experience,Salary,Job Description,Skills
Salesforce Data Analyst,A.G.I Career,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Data validation, Data migration, Data management, Simulation, Ansys, Agile, Data quality, data mapping"
FP&A Analyst,Elevenx Capital,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Balance Sheet, Financial Planning, Forecasts, Financial Reporting, ERP, Financial Planning And Analysis, Excel, FPA"
Data Analyst,Creative Synergies,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Power Bi, Manufacturing, Azure, Data Analysis, ThingWorx, Tableau, Data Analytics, AWS"
Data Architecture & Governance Engineer/Lead -Bangalore & Hyderabad,IT,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Azure, ER/Studio, Data Modeling, ERwin, AWS, Metadata Management, GCP, Data Architecture"
Business Analyst - AOA MarTech/AdTech,Wyeth,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Service management, Business administration, Computer science, SAP, Business Analyst, Performance management, Focus, CMS"
Data Engineer,Photon,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Computer science, Data validation, Linux, Data management, Data modeling, Analytical, Data processing, Workflow"
Data engineer,Leading Client,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Spark, python, pyspark, software engineering, etl, data engineering, sql database, star schema"
Field Data Analyst,Servicemax,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Automation, Data validation, Front end, HP data protector, Sales operations, Coding, Project delivery, Analytics"
Data Analyst,MX Technologies,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"data science, Business analysis, Machine learning, Data quality, Data Analyst, Manager Quality Control, Data mining, Analytics"
Data Engineer,Clifyx Technology,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Data analysis, SCALA, Control-M, Data processing, Scheduling, Apache, Monitoring, Downstream"
Business Analyst,Indium Software,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Business Analyst, Business analysis"
Business Analyst,Kashsam Data Solutions,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Product management, System architecture, Data analysis, SEPA, Project management, System integration, Project planning, Account management"
Business Analyst,Virtusa,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Business Analysis, Asian payment methods, account management, Payments, Analysis, Management, Accounting, Methods"
Business Analyst,Virtusa,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"business analysis, agile process, Transformation Program, test scenarios, Trading, testing methodologies, agile, capital market"
Data Engineer,HCLTech,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Data Transformation, Data Engineering, AI/ML, ETL, AI-based workflow ticketing systems, Aiml, Ticketing Tools, Engineering"
Data Analyst,Leading Client,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Data Analysis, data modeling, RDBMS, Hadoop, Big data, SQL, Modeling, Analysis"
Data Engineer,Overture Rede,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Data analysis, Coding, GCP, Agile, Data quality, Scrum, Troubleshooting, Data mining"
"Scala Developer, Big Data Engineer",HCLTech,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"SCALA, Big Data Technologies, Spark, Streaming, Hive, Linux Based Hadoop Ecosystem, Development, Hadoop"
Data Engineer,Apps Associates,New Delhi,8-12 Yrs,25-30 Lacs PA,Masters degree in Business Administration or related field from Tier 1/2 institute; 8+ ...,"Terraform, Cloud Formation Aws, PLSQL, Aws Glue, Python, Amazon Sns, Etl Process, AWS"
Business Analyst,Vertoz,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Executive, Business Analyst, Competitive analysis, Project management, Strategic planning, Issue resolution, Market research, Marketing operations"
ML Engineer,Responsive Industries,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"algorithms, git, natural language processing, linux, dl, machine learning, ml, statistics"
Business Analyst,Intersoft Kk,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Data analysis, Business Analyst, Functional testing, ITSM, power bi, Scrum, Stakeholder management, Operations"
Business Analyst,Aritha,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Data analysis, Business Analyst, Business analysis, Process improvement, Analytical, Business planning, Hypothesis Testing, Process re-engineering"
Senior ML Engineer,Rudder Analytics,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"ML Engineer, Senior, Ml"
Business Analyst,Aritha Consulting Services,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Data analysis, Business Analyst, Business analysis, Process improvement, Analytical, Business planning, Hypothesis Testing, Process re-engineering"
Data Analyst,Vimaan Robotics,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Supply chain, Computer science, Data analysis, Machine learning, Business intelligence, Macros, Analytics, Monitoring"
Business Analyst,Photon,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Data analysis, Manager Quality Assurance, Business Analyst, Business analysis, Project management, Process improvement, Analytical, Manager Technology"
Analyst ACS,Apollo Global Management,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"excel, , data analytics, data management, investment banking, writing, capital market, powerpoint"
Business Analyst,Photon,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Business administration, Automation, Business Analyst, Business analysis, Analytical, Agile, Scrum, Gap analysis"
Machine Learning Engineer,Auquan India,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Backend, TDD, Machine learning, Cloud, Deployment, Natural language processing, Research, AWS"
Data Analyst,Myyogateacher,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Business objects, SAS, XML, MySQL, Shell scripting, Javascript, JSON, MATLAB"
Growth Analyst,Saras Analytics,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Supply chain, Data analysis, Analytical, Consulting, Machine learning, data visualization, Forecasting, Analytics"
Data Analyst,Koya Consulting Inc,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Computer science, Usage, PDF, Senior Analyst, Analytical, Programming, Data Analyst, Management"
Senior Buisness Analyst,Bloomstack,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Product management, Business process, ERP, Change management, Analytical, Gap analysis, Unit testing, Troubleshooting"
Data Analyst,Proclink,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Solution architecture, SAS, Analytical, Machine learning, Programming, Predictive modeling, Analytics, Financial services"
Data Engineer -Apache Spark-Java,Pradeepit Consulting Services,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"spark, data engineer, professional, Data, Data Engineering, Apache"
Python - Data Analyst,Sopra Steria,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Data analysis, risk modeling, Agile, Scrum, Data Analyst, Windows, data visualization, Credit risk"
Machine Learning Engineer,Delta System and Software,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Pyspark, SQL Server, Machine Learning, Tensorflow, Azure, Logistic Regression, Mongo, Regression"
Data Engineer,Triangle Global,Mumbai,1-3 Yrs,Not disclosed,Executive Support and StrategicPlanning: Wo...,"Software development life cycle, Ab Initio, Data warehousing, Data, Software development, Development, Warehouse, Life cycle"
Business Analyst,Webonise Lab,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","continuous delivery, lean, presentation skills, delivery methodologies, digital transformation, communication skills, prioritization, Presentation"
Analyst,NOVARTIS,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Computer science, Support Team Lead, agile project management, Process documentation, Pharma, Analytical, Customer service, Analytics"
Analyst,Center Study Science Technology Policy,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","GIS, nexus, Usage, Renewable energy, Senior Analyst, Power sector, Business modeling, Research"
Analyst,Ayna Ai,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Strategy consulting, PDF, Networking, Senior Analyst, Analytical, OOPS, Financial planning, Investment Analyst"
Data Engineer,Grid Dynamics,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Architecture, Infrastructure management, Data modeling, data governance, Data quality, Medical insurance, Business intelligence, Analytics"
Outreach Analyst,Batoi Systems,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Relationship management, Online promotion, Managed services, Event management, Business expansion, Senior Analyst, Analytical, Social media"
Business Analyst,Photon,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Automation, Business Analyst, UML, Business analysis, Project management, Analytical, Agile, Visio"
Business Analyst,Vaibhav Global,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Process optimization, Renewable energy, Business Analyst, Social media, Online sales, Web development, Agile, SEZ"
Business Analyst,Photon,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Computer science, Data analysis, Data management, Project management, Process improvement, Analytical, Market research, Project delivery"
Analyst -Vistex,Medline,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Supply chain, Data analysis, Functional testing, Healthcare, EDI, ABAP, SDLC, Monitoring"
Business Analyst - Aftersales,Mercedes Benz Research and Development India (MBRDI),Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Supply chain management, Manager Quality Assurance, Business Analyst, Process improvement, Agile, Continuous improvement, Operations, Information technology"
Data Engineer,Encora,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Product engineering, Data modeling, Cloud Services, spark, SCALA, Quality engineering, Manager Technology, Data analytics"
Data Analyst,Countrees Services And Technologies,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Commerce, HTML, data, data analysis"
SAS Data Engineer,Unison Consulting,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","remediation, Automation, Manager Quality Assurance, Analytical, Consulting, Agile methodology, Apache, big data"
Data Analyst,Z2plus Placement & Security Agency Pvt. Ltd.,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Industry research, Marketing programs, Statistical modeling, SQL database, Data modeling, management, Business excellence, Data mining"
Big Data Engineer- Aftersales,Mercedes Benz Research and Development India (MBRDI),Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Computer science, Performance tuning, GIT, Analytical, Debugging, Apache, Continuous improvement, Analytics"
Data Analyst,CGI,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Data analysis, Business consulting, French, Sales, CGI, Cloud, Manager Technology, Data Analyst"
Data Governance Analyst,Jupitorconsulting,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Change management, SAP, Operational excellence, Data management, Project management, Data quality, Oracle, Stakeholder management"
J2EE and BigData Engineer,Impetus Technologies,Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Technical training, NoSQL, Architectural design, SCALA, Data processing, MongoDB, J2Ee, Individual Contributor"
Data Engineer @ Bangalore,Intelliswift Software(LTTS),Pune,1-4 Yrs,Not disclosed,"A Masters degree in Business Administration, Information Technology, or a related field...","Azure Data Factory, Pyspark, python, ADF, Data Bricks, Data Engineering, Big Data, Microsoft Azure"
Pre - Sale Business Analyst,RV Web Technologies,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Market development, Analytical, Social media, Resourcing, Presales, SOW, HRD, Project delivery"
Pre - Sale Business Analyst,RV Technologies,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Market development, Analytical, Social media, Resourcing, SOW, Competitive intelligence, HRD, Project delivery"
Business Analyst,Shaktisoft Projects,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Interpersonal skills, Analytical, International business development, Data interpretation, analytics, development, business development, data"
Analyst DRF,Faurecia,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","project management, data analysis, data modeling, data warehousing, data visualization, dashboards, Warehouse, Analysis"
Business Analyst,Shaktisoft Projects,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","control and assurance methodologies, project management, Business Analyst, Budget development, project planning, management, business analysis, control"
Analyst - DAS,Faurecia,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","C++, Data analysis, Oracle SQL, Cloud Services, Analytical, Web application, Programming, data visualization"
Machine Learning Research Engineer,Whatfix,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Computer vision, Version control, Simulation, Image processing, Machine learning, Natural language processing, cisco, Monitoring"
Big data engineer,Mercedes Benz Research and Development India (MBRDI),"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Performance tuning, SQL queries, Automation, Debugging, Data analytics, Troubleshooting, big data, Data warehousing"
Delay Analyst,Pro Ultimus,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Claims, Senior Analyst, Planning engineering, Project management, Consulting, EPC, Scheduling, microsoft"
Data Analyst,Lobotus Technology Private Limited,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Building, Internet surfing, English language, process, Target, Excel, level, VLOOKUP"
Business Analyst,Varite,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Change management, PMP, Data management, Business analysis, Business strategy, Oracle, Digital marketing, Stakeholder management"
Business Analyst,Snapclick,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Lead generation, Research Lead, Business Analyst, Business analysis, Strategic account management, Marketing collaterals, Research, Marketing research"
Business Analyst,Diverse Lynx,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Process automation, Project Coordinator, Telecom, Usage, Sales, Business Analyst, Senior Executive, Legal"
Business Analyst,Sledding Technologies,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","functional specifications, python, trade finance, software development, documentation, test cases, business analysis, uat"
ES Data Analyst,Sandoz,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","corporate sustainability, EHS, Assurance, French, Excel, German, Spanish, GMP"
Business Analyst,Trask,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Project development, Product engineering, Matrix, Product innovation, big data analytics, Senior Analyst, CMS, Business modeling"
Associate Principal Engineer (Machine Learning,Nagarro,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Computer science, Project implementation, Architecture, Technical design, Consulting, Machine learning, High level design, Information technology"
Business Analyst (ITSM/ITIL),Mastek,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Process Mapping, Documentation, Diagramming, Enterprise Integration, Business analysis, Integration, Enterprise, Process"
Python+AWS Data Engineer,Neal Analytics,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Cloud computing, continuous integration, Automation, orchestration, Configuration management, Agile, Troubleshooting, Object oriented programming"
Data Engineer,Turing,"Mohali, Chandigarh, Panchkula",1-6 Yrs,Not disclosed,"B Tech, BCA, B Sc (IT), M Tech, MCA or M Sc (IT), MBA candidates will be preferred . Pr...","Automation testing, query optimization, spark, SCALA, query, Data analytics, Open source, Data warehousing"
Item data analyst,Target,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Data analysis, Content management, Operational excellence, Staffing, Project management, Analytical, Data Analyst, Customer service"
Analyst,EVERSANA India Pvt. Ltd,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Business process, Product launch, Operations research, Claims, Pharma, Healthcare, Life sciences, Analytics"
Analyst / Associate,Arisunitern Re Solutions,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Economics, Basic, Due diligence, PDF, Business Finance, Senior Analyst, Consulting, Cash flow"
Business Analyst,Sithafal Technologies,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Global marketing, global sales, Data validation, Publishing, Business Analyst, Project management, Business intelligence, Operations"
Business Analyst,Webs Optimization Software Solution,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Manager Quality Assurance, Call monitoring, Business Analyst, Agile, wireframing, Medical insurance, microsoft, Adobe"
Analyst,Asklaser,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Industry research, Operational excellence, Business analysis, Aerospace, Project management, Consulting, Account management, Automotive"
FP&A Analyst,Conga,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Business administration, Analytical, Finance, Service industry, Management consulting, Financial Analyst, Management, Forecasting"
Data Analyst (ID 877),Market Scope,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Unix, Networking, Service assurance, Agile, Software development life cycle, Windows, ICT, SQL"
Data Engineer,Photon,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","hive, Linux, Agile scrum, Banking, Data Analyst, SQL, Python, Agile"
Analyst,Ideas91,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Consumer research, Appliances, management, Analytical, Project management, Management, Research, Research Analyst"
Business Analyst,Cognext,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Management systems, Bfsi, Project management, Risk assessment, Application development, Corporate credit, Risk management, Stakeholder management"
Business Analyst,PrimaFelicitas,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Health insurance, Data modeling, Project management, Analytical, Resource allocation, Business process modeling, data visualization, Troubleshooting"
Data Engineer For Sora Union,Sora Union,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Data analysis, Data management, Healthcare, Asset management, Troubleshooting, Technical support, Financial services, Monitoring"
Data Engineer,Systechcorp Inc,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","GIT, Web technologies, C, Cloud, Management, SQL, Data, Data Engineering"
Business Analyst,Disha Consultant,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Business Analyst, Agile scrum, Business analysis, Agile, Scrum"
"Principal Engineer, Machine Learning",Nagarro,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Computer vision, Team management, Machine learning, HIPAA, Healthcare, High level design, data visualization, Information technology"
Data Analyst,Diverse Lynx,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python"
Data Engineer,Chisquarelabs,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Computer science, Data management, RDBMS, Coding, SQL Tuning, Machine learning, Agile, Business intelligence"
Jr/SR ML Engineer,Rarr Technologies,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","NoSQL, orchestration, data science, Cloud Services, OOAD, Machine learning, SCALA, Workflow"
Machine Learning Ops engineer,Hyrezy Talent Solutions,Bengaluru,1-6 Yrs,Not disclosed,"Experience with Item attribution, Item tools & systems, . master data Provide coaching ...","Training, Solution design, GIT, GCP, Machine learning, jenkins, SAGE, Management"
Business Analyst,Vedak,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Due diligence, Networking, Business Analyst, Diversity and Inclusion, Consulting, Market intelligence, Analyst 1, Research"
Business Analyst,Navit Software Solutions,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Analytical skills, Business Analyst, MS Visio, Customer satisfaction, MS Word, Business process modeling, MS Office, Operations"
GTM Ops Analyst,Thoughtspot,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Sales, Time management, Analytical, SAAS, Management, Continuous improvement, Operations, Analytics"
Partnerships Analyst,Across Assist,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Analytical skills, Assurance, B2B, Strategic partnerships, Diversity and Inclusion, Product portfolio, Competitor analysis, Conceptualization"
Analyst - ACS,Apollo Global Management,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Data management, Business analysis, Market research, Investment banking, Asset management, Business strategy, Forecasting, Balance Sheet"
Analyst,Vedak,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Outbound, Lead generation, Analyst, Due diligence, Networking, Diversity and Inclusion, Consulting, Market intelligence"
Sr. Analyst - FP&A,Providence Global Center,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Financial statements, Financial reporting, Senior Analyst, Business Finance, Agile, Healthcare, PWD, Variance analysis"
Staff Data Science Engineer,Snaproute,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Analytical, Equity, IT management, microsoft, Data mining, Business intelligence, MATLAB, SQL"
Digital Data Engineer,Faurecia,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Training, Career development, Manager Technology, Agile, Electronics, Automotive, Digital, Development"
Analyst,EVERSANA India Pvt. Ltd,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"tableau, Excel, Data modeling, Senior Analyst, Pharma, Healthcare, JIRA, SQL"
Data Engineer,Paypal,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Coding, Data modeling, Schema, Scheduling, Adobe, Continuous improvement, Customer engagement, SQL"
Analyst - SecOps,Einfochips,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"HP data protector, data security, SOC, Analytical, Network security, SIEM, microsoft, Information technology"
Bigdata Engineer,Diverse Lynx,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Computer science, Automation, Coding, Shell scripting, Integration testing, Control-M, PLSQL, Visio"
P&C Capacity Steering Data Analyst,Swiss Re,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Data analysis, Change management, Claims, Business analysis, Underwriting, Analytical, Risk management, Monitoring"
Scientist,National Chemical Laboratory (CSIR NCL),Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Conceptualization, Management, Research"
Business Analyst Focus Brands,Photon,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Product management, Web application development, Payment processing, Agile development, Product planning, Healthcare, business rules, Business process analysis"
Business Analyst,Suventure Services,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Automation, PDF, Data modeling, Coding, Project management, MySQL, Senior Business Analyst, Test cases"
Data Engineer,Diverse Lynx,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Software design, Test scripts, SCALA, Scrum, test driven development, Business strategy, Distribution system, Monitoring"
Data Engineer,Acenet,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Supply chain, Performance tuning, Postgresql, MySQL, Healthcare, microsoft, Analytics, SQL"
Data Engineer / Lead,Rarr Technologies,Kolhapur,1-3 Yrs,Not disclosed,Generate market intelligence through expert conversations and pass on to relevant team ...,"Azure Data Factory, data quality, Data Engineering, metadata management, data governance, Azure Databricks, Factory, Leadership"
